"rules","support","confidence","lift","count","lift2"
"{CBC & platelet_CHECK,HbA1c_CHECK,HDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,1,8.66666666666667,6,8.66
"{CBC & platelet_CHECK,HbA1c_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,1,8.66666666666667,6,8.66
"{CBC & platelet_CHECK,HbA1c_CHECK,HDL_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,1,8.66666666666667,6,8.66
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,1,8.66666666666667,6,8.66
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,1,8.66666666666667,6,8.66
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,1,8.66666666666667,6,8.66
"{CBC & platelet_CHECK,HDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.857142857142857,7.42857142857143,6,7.42
"{CBC & platelet_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.857142857142857,7.42857142857143,6,7.42
"{CBC & platelet_CHECK,HDL_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.857142857142857,7.42857142857143,6,7.42
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.857142857142857,7.42857142857143,6,7.42
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HbA1c_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.857142857142857,7.42857142857143,6,7.42
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.857142857142857,7.42857142857143,6,7.42
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,HDL_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.857142857142857,7.42857142857143,6,7.42
"{Potassium, K_CHECK} => {Sodium, Na_CHECK}",0.134615384615385,1,6.5,7,6.5
"{Sodium, Na_CHECK} => {Potassium, K_CHECK}",0.134615384615385,0.875,6.5,7,6.5
"{HbA1c_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.75,6.5,6,6.5
"{CBC & platelet_CHECK,HbA1c_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.75,6.5,6,6.5
"{HbA1c_CHECK,HDL_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.75,6.5,6,6.5
"{Glucose (AC)_CHECK,HbA1c_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.75,6.5,6,6.5
"{Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.75,6.5,6,6.5
"{Alpha-FetoProtein(AFP)_CHECK,CBC & platelet_CHECK} => {HBsAg (EIA)_CHECK}",0.115384615384615,0.857142857142857,6.36734693877551,6,6.36
"{HbA1c_CHECK,HDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.666666666666667,5.77777777777778,6,5.77
"{CBC & platelet_CHECK,Glucose (AC)_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.666666666666667,5.77777777777778,6,5.77
"{Glucose (AC)_CHECK,HbA1c_CHECK,HDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.666666666666667,5.77777777777778,6,5.77
"{Glucose (AC)_CHECK,HDL_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.666666666666667,5.77777777777778,6,5.77
"{HBsAg (EIA)_CHECK} => {Alpha-FetoProtein(AFP)_CHECK}",0.115384615384615,0.857142857142857,5.57142857142857,6,5.57
"{Alpha-FetoProtein(AFP)_CHECK} => {HBsAg (EIA)_CHECK}",0.115384615384615,0.75,5.57142857142857,6,5.57
"{CBC & platelet_CHECK,HBsAg (EIA)_CHECK} => {Alpha-FetoProtein(AFP)_CHECK}",0.115384615384615,0.857142857142857,5.57142857142857,6,5.57
"{Glucose (AC)_CHECK,HDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.6,5.2,6,5.2
"{Glucose (AC)_CHECK,HbA1c_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.6,5.2,6,5.2
"{ALT(GPT)_CHECK,SEDIMENT (Routine)_CHECK} => {MULTISTIX (Routine)_CHECK}",0.153846153846154,1,4.72727272727273,8,4.72
"{Creatinine(Blood)_CHECK,SEDIMENT (Routine)_CHECK} => {MULTISTIX (Routine)_CHECK}",0.134615384615385,1,4.72727272727273,7,4.72
"{Glucose (PC 2h)_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{HbA1c_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.545454545454545,4.72727272727273,6,4.72
"{Glucose (PC 2h)_CHECK,HDL_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{HDL_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.545454545454545,4.72727272727273,6,4.72
"{Glucose (PC 2h)_CHECK,LDL_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{CBC & platelet_CHECK,Glucose (PC 2h)_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{Glucose (AC)_CHECK,Glucose (PC 2h)_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{Glucose (AC)_CHECK,LDL_CHECK} => {Glucose (PC 2h)_CHECK}",0.115384615384615,0.545454545454545,4.72727272727273,6,4.72
"{Alpha-FetoProtein(AFP)_CHECK,ALT(GPT)_CHECK} => {AST(GOT)_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{Creatinine (Blood)_CHECK,SEDIMENT (Routine)_CHECK} => {MULTISTIX (Routine)_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{Creatinine(Blood)_CHECK,HDL_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{Glucose (PC 2h)_CHECK,HDL_CHECK,LDL_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{CBC & platelet_CHECK,Glucose (PC 2h)_CHECK,HDL_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{Glucose (AC)_CHECK,Glucose (PC 2h)_CHECK,HDL_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{CBC & platelet_CHECK,Glucose (PC 2h)_CHECK,LDL_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{Glucose (AC)_CHECK,Glucose (PC 2h)_CHECK,LDL_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{CBC & platelet_CHECK,Glucose (AC)_CHECK,Glucose (PC 2h)_CHECK} => {HbA1c_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{ALT(GPT)_CHECK,Creatinine (Blood)_CHECK,SEDIMENT (Routine)_CHECK} => {MULTISTIX (Routine)_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{Creatinine(Blood)_CHECK,SEDIMENT (Routine)_CHECK,Uric acid_CHECK} => {MULTISTIX (Routine)_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{ALT(GPT)_CHECK,Creatinine(Blood)_CHECK,SEDIMENT (Routine)_CHECK} => {MULTISTIX (Routine)_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{ALT(GPT)_CHECK,SEDIMENT (Routine)_CHECK,Uric acid_CHECK} => {MULTISTIX (Routine)_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
"{ALT(GPT)_CHECK,LDL_CHECK,SEDIMENT (Routine)_CHECK} => {MULTISTIX (Routine)_CHECK}",0.115384615384615,1,4.72727272727273,6,4.72
