"rules","support","confidence","lift","count","lift2"
"{Creatinine (Blood)_CHECK} => {CBC & platelet_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{CBC & platelet_CHECK} => {Creatinine (Blood)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{AST(GOT)_CHECK} => {ALT(GPT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALT(GPT)_CHECK} => {AST(GOT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{Champix tablet_SMOKE,Creatinine (Blood)_CHECK} => {CBC & platelet_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{CBC & platelet_CHECK,Champix tablet_SMOKE} => {Creatinine (Blood)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALP_CHECK,AST(GOT)_CHECK} => {ALT(GPT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALP_CHECK,ALT(GPT)_CHECK} => {AST(GOT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{AST(GOT)_CHECK,Creatinine(Blood)_CHECK} => {ALT(GPT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALT(GPT)_CHECK,Creatinine(Blood)_CHECK} => {AST(GOT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{AST(GOT)_CHECK,Champix tablet_SMOKE} => {ALT(GPT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALT(GPT)_CHECK,Champix tablet_SMOKE} => {AST(GOT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALP_CHECK,AST(GOT)_CHECK,Creatinine(Blood)_CHECK} => {ALT(GPT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALP_CHECK,ALT(GPT)_CHECK,Creatinine(Blood)_CHECK} => {AST(GOT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALP_CHECK,AST(GOT)_CHECK,Champix tablet_SMOKE} => {ALT(GPT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALP_CHECK,ALT(GPT)_CHECK,Champix tablet_SMOKE} => {AST(GOT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{AST(GOT)_CHECK,Champix tablet_SMOKE,Creatinine(Blood)_CHECK} => {ALT(GPT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
"{ALT(GPT)_CHECK,Champix tablet_SMOKE,Creatinine(Blood)_CHECK} => {AST(GOT)_CHECK}",0.107142857142857,1,9.33333333333333,3,9.33
